motif	motif_name	motif_dir	motif_cat	motif_rank	GeneSymbol	edge_v
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Smoc2	-6.26760624017703
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Gabrp	-5.66194212458024
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Car12	-5.56719099496683
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Sgsm1	-5.52461940685664
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Rasd2	-5.51812758968934
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Nkd1	-5.32808698755841
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Abcg1	-5.14539036190421
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Comp	-5.01273604587776
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Lmo1	-4.85604888357604
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Bmp7	-4.84496777120903
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Pglyrp4	-4.80382381496003
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Fxyd6	-4.80024482274653
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Gna14	-4.72056121171298
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Dbn1	-4.62708799702989
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Plekhb1	-4.56511187913268
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Wif1	-4.49620931694282
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Slc9a3	-4.47237009912866
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Ramp3	-4.45717457304082
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Plcg2	-4.41049720373624
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Lhpp	-4.34046409284578
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Cldn15	-4.33310778893346
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Smo	-4.31857784427899
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Slc30a2	-4.2539109569438
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Slc34a2	-4.21225622835353
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Fam178b	-4.20162562331844
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Ptpro	-4.19422736806433
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Col9a3	-4.18956584407733
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Tff3	-4.17334220812413
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Slc9a2	-4.16583371605738
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Enho	-4.16014501539811
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Fgf9	-4.14721513131945
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Jakmip1	-4.12291674334935
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Sema4c	-4.12027350336042
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Muc4	-4.11350927482752
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Hsd17b2	-4.09941441335004
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Smad1	-4.09431203228815
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Hspb8	-4.07696333132921
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Slc14a1	-4.07443009045662
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Limch1	-4.06828793294324
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Vangl2	-4.06788152797088
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Klk7	-4.06188073080569
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Sox7	-4.03677901347701
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Dact2	-4.00643151721027
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Ptn	-3.99225222199926
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Hpgds	-3.98632030270881
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Gpld1	-3.96818772866963
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Edn2	-3.96377045591371
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Sox17	-3.9515581964496
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Fbln1	-3.94884747755262
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	4933406C10Rik	-3.9434762759209
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Klk8	-3.94081538236863
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Elmo1	-3.93704216591549
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Casp12	-3.9359165640364
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Osr2	-3.9359165640364
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	St3gal3	-3.92922353715657
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Cxxc5	-3.91470942176994
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Inhbb	-3.90622821850127
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Gm12888	-3.90066472231404
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Sypl	-3.8897470826466
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Cdo1	-3.88173527391052
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Dync1i1	-3.86232946276324
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	9330162012Rik	-3.85823676972421
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Rtn4rl1	-3.85263289220621
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	March10	-3.84405698202816
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Trim62	-3.84314809892999
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Ptprg	-3.83268266525182
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	A330102I10Rik	-3.79805693659835
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Rnf122	-3.78994915012486
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Syne4	-3.78914663468511
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Casp4	-3.78015361397564
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Hs3st3b1	-3.76245626185713
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	2210407C18Rik	-3.72699872793626
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Fis1	-3.71783122169536
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Aldh1b1	-3.71399287792053
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Prom2	-3.71085716406767
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Rarb	-3.69658792940326
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Celf4	-3.68824613894425
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Wnk2	-3.68529030704483
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Extl1	-3.67902332265718
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Aldh5a1	-3.67427914198059
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Lgals3bp	-3.67366413907125
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Aplp1	-3.67182433856168
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Slc41a1	-3.65935762243929
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Flrt2	-3.65915945018767
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Nxn	-3.65698550284923
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Amer2	-3.63921731012672
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Ptch2	-3.6272720591144
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Wnt6	-3.62178385025012
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Bst2	-3.61296629871764
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Gprc5c	-3.60119226979674
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Gas7	-3.57560844558972
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Ildr2	-3.56928011213672
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Fgd2	-3.56847541581255
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Col16a1	-3.56479289675925
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Apcdd1	-3.56145765121389
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Cerk	-3.5499049241284
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Spats2l	-3.54729377348897
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Tmem176b	-3.54469822834292
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Sema3f	-3.54333037057624
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Pcp4l1	-3.54015535761179
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Ucp2	-3.536405597813
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Pdgfd	-3.53595779456119
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Ccdc3	-3.52826834851995
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Otop1	-3.52128924448724
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Nav2	-3.51399481363776
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Ank	-3.50251746263263
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	St5	-3.4780777551165
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Atoh1	-3.47469599004176
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Podn	-3.4639468448408
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	AI427809	-3.45395113359827
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Kazn	-3.44623830161
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Cep72	-3.44611697335613
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Cpne7	-3.43949558480494
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Sdr42e1	-3.43854082875808
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Galnt10	-3.43651891460559
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Stat5b	-3.43109458501712
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Moxd1	-3.41839163396794
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Gp1bb	-3.41782296231159
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Pigr	-3.40993876919626
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Otud1	-3.40771218404787
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Gad1	-3.39728905504244
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Aif1l	-3.39599006758777
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Rgs12	-3.38859536228841
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Alad	-3.3873220816835
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Cdc42ep3	-3.38457604711406
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Fgf20	-3.38352448611143
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Atp1b1	-3.37903156435571
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Serinc3	-3.37685412536206
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Isx	-3.37520242103924
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Basp1	-3.36643055744591
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Tmprss6	-3.36111157529492
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Bhlhe41	-3.35625131454047
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Prox1	-3.35595550718525
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Msantd3	-3.35300846252288
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Mgp	-3.34785039459835
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Cdkn1c	-3.3429441471429
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Tead2	-3.32596599956875
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Mfap3l	-3.32175484807296
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Igfbp1	-3.32157267756613
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Id3	-3.31695296176115
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Hdac9	-3.30759376516637
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Wnt5b	-3.30111686324741
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Cnksr3	-3.29140915484966
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Muc6	-3.29073003902417
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Mcf2l	-3.29005198348924
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Sorbs1	-3.26648174856551
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Ifngr2	-3.26082336808927
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Prex2	-3.25955835505023
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Hmgcs2	-3.25719634153083
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Serpinb11	-3.25080495778033
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Psmb8	-3.24025663240228
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Guk1	-3.23972833945794
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Vegfc	-3.23769663671223
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Repin1	-3.23657200643706
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Rdh1	-3.23448045690205
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Btbd17	-3.23195418589758
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Bpgm	-3.22322619758789
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Ets2	-3.2231535913047
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Evl	-3.21034879120659
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Fyn	-3.20760831050175
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Aldh1l1	-3.19763682569045
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Plxnd1	-3.18535293054814
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Dpysl3	-3.16825816635436
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	H19	-3.15951751278656
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Cyp27a1	-3.15323004646278
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Engase	-3.1499054056133
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Lrig3	-3.14776406058811
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Has3	-3.14703230897118
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Galnt6	-3.14703230897118
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Dnah17	-3.1453903619042
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Dusp22	-3.14405705376768
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Erich3	-3.14104194528199
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Pnpla3	-3.13996161019281
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Casp1	-3.13727247168203
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Mfsd6l	-3.13135556160517
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Hoxb6	-3.12592425477697
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Pcdh17	-3.12044539906103
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Dnajc6	-3.11821604440662
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Bambi	-3.11249522576462
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Mapk4	-3.11187669270209
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Anxa8	-3.10562854614376
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Fgfr2	-3.09881421986285
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Fscn1	-3.09745322068601
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Sftpd	-3.09609647330984
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Stk39	-3.09555495892309
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Gbp8	-3.09323411045927
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Cyth4	-3.09017663034909
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Tmem154	-3.09012318200961
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Shroom3	-3.08900228368936
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	2010111I01Rik	-3.08386201689282
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	1110034G24Rik	-3.07883394936226
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Wipf1	-3.07546228222451
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Aph1b	-3.07535895258284
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Adcy1	-3.06454311928839
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Cald1	-3.06098022355133
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Akr1b8	-3.05764465029232
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Tgfbi	-3.05408848318073
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Whrn	-3.05217431555755
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Kif12	-3.0494404383882
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Zfp704	-3.04546805737309
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Atp8a2	-3.04014804520039
E2A	E2A_bHLH_near_PU.1_Bcell-PU.1-ChIP-Seq_GSE21512	down	bHLH	10	Psmb9	-3.03995754427316
